LocationType,Location,TimeFrame,DataFormat,Data
State,New Jersey,2001,Number,115795
State,New Jersey,2002,Number,114751
State,New Jersey,1998,Number,114550
State,New Jersey,1999,Number,114105
State,New Jersey,2000,Number,115632
State,New Jersey,1997,Number,113279
State,New Jersey,1995,Number,114828
State,New Jersey,1996,Number,114306
State,New Jersey,1993,Number,117686
State,New Jersey,1994,Number,117501
State,New Jersey,1990,Number,122289
State,New Jersey,1991,Number,121406
State,New Jersey,1992,Number,119909
State,New Mexico,1992,Number,27922
State,New Mexico,1991,Number,27800
State,New Mexico,1990,Number,27402
State,New Mexico,1994,Number,27591
State,New Mexico,1993,Number,27852
State,New Mexico,1996,Number,27228
State,New Mexico,1995,Number,26920
State,New Mexico,1997,Number,26871
State,New Mexico,2000,Number,27223
State,New Mexico,1999,Number,27191
State,New Mexico,1998,Number,27318
State,New Mexico,2002,Number,27753
State,New Mexico,2001,Number,27128
State,New Mexico,2004,Number,28384
State,New Mexico,2003,Number,27821
State,New Mexico,2005,Number,28835
State,New Mexico,2008,Number,30173
State,New Mexico,2007,Number,30616
State,New Mexico,2006,Number,29936
State,New Mexico,2013,Number,26354
State,New Mexico,2009,Number,29000
State,New Mexico,2010,Number,27850
State,New Mexico,2015,Number,25816
State,New Mexico,2011,Number,27289
State,New Mexico,2012,Number,27068
State,New Mexico,2014,Number,26052
State,New Mexico,2016,Number,24692
State,New York,2016,Number,234283
State,New York,2014,Number,238773
State,New York,2012,Number,240916
State,New York,2011,Number,241312
State,New York,2015,Number,237274
State,New York,2010,Number,244375
State,New York,2009,Number,248110
State,New York,2013,Number,236980
State,New York,2006,Number,250104
State,New York,2007,Number,253451
State,New York,2008,Number,250383
State,New York,2005,Number,246351
State,New York,2003,Number,253714
State,New York,2004,Number,249947
State,New York,2001,Number,254026
State,New York,2002,Number,251415
State,New York,1998,Number,258207
State,New York,1999,Number,255612
State,New York,2000,Number,258737
State,New York,1997,Number,257238
State,New York,1995,Number,271369
State,New York,1996,Number,263963
State,New York,1993,Number,282392
State,New York,1994,Number,278392
State,New York,1990,Number,297576
State,New York,1991,Number,292633
State,New York,1992,Number,287887
State,North Carolina,1992,Number,103967
State,North Carolina,1990,Number,104525
State,North Carolina,1991,Number,102362
State,North Carolina,1994,Number,101420
State,North Carolina,1995,Number,101592
State,North Carolina,1993,Number,101357
State,North Carolina,1996,Number,104470
State,North Carolina,1997,Number,107015
State,North Carolina,2000,Number,120311
State,North Carolina,1998,Number,111688
State,North Carolina,1999,Number,113795
State,North Carolina,2002,Number,117335
State,North Carolina,2003,Number,118323
State,North Carolina,2001,Number,118185
State,North Carolina,2004,Number,119847
State,North Carolina,2005,Number,123096
State,North Carolina,2008,Number,130839
State,North Carolina,2006,Number,127859
State,North Carolina,2007,Number,131037
State,North Carolina,2013,Number,119002
State,North Carolina,2009,Number,126845
State,North Carolina,2010,Number,122350
State,North Carolina,2015,Number,120843
State,North Carolina,2011,Number,120389
State,North Carolina,2012,Number,119831
State,North Carolina,2014,Number,120975
State,North Carolina,2016,Number,120779
State,North Dakota,2016,Number,11383
State,North Dakota,2014,Number,11359
State,North Dakota,2012,Number,10106
State,North Dakota,2011,Number,9527
State,North Dakota,2015,Number,11314
State,North Dakota,2010,Number,9104
State,North Dakota,2009,Number,9001
State,North Dakota,2013,Number,10599
State,North Dakota,2007,Number,8840
State,North Dakota,2006,Number,8621
State,North Dakota,2008,Number,8938
State,North Dakota,2005,Number,8390
State,North Dakota,2004,Number,8189
State,North Dakota,2001,Number,7629
State,North Dakota,2003,Number,7972
State,North Dakota,2002,Number,7757
State,North Dakota,1999,Number,7639
State,North Dakota,1998,Number,7932
State,North Dakota,2000,Number,7676
State,North Dakota,1997,Number,8353
State,North Dakota,1996,Number,8347
State,North Dakota,1993,Number,8690
State,North Dakota,1995,Number,8476
State,North Dakota,1994,Number,8584
State,North Dakota,1991,Number,8887
State,North Dakota,1990,Number,9250
State,North Dakota,1992,Number,8811
State,Ohio,1992,Number,162247
State,Ohio,1990,Number,166913
State,Ohio,1991,Number,165795
State,Ohio,1994,Number,155944
State,Ohio,1995,Number,154064
State,Ohio,1993,Number,158793
State,Ohio,1996,Number,151692
State,Ohio,1997,Number,152033
State,Ohio,2000,Number,155472
State,Ohio,1998,Number,152794
State,Ohio,1999,Number,152584
State,Ohio,2002,Number,148720
State,Ohio,2003,Number,149679
State,Ohio,2001,Number,151570
State,Ohio,2004,Number,148954
State,Ohio,2005,Number,148388
State,Ohio,2008,Number,148821
State,Ohio,2006,Number,150593
State,Ohio,2007,Number,150879
State,Ohio,2013,Number,138936
State,Ohio,2009,Number,144841
State,Ohio,2010,Number,139128
State,Ohio,2015,Number,139264
State,Ohio,2011,Number,137918
State,Ohio,2012,Number,138483
State,Ohio,2014,Number,139467
State,Ohio,2016,Number,138085
State,Oklahoma,2016,Number,52592
State,Oklahoma,2014,Number,53339
State,Oklahoma,2012,Number,52751
State,Oklahoma,2011,Number,52272
State,Oklahoma,2015,Number,53122
State,Oklahoma,2010,Number,53238
State,Oklahoma,2009,Number,54553
State,Oklahoma,2013,Number,53369
State,Oklahoma,2007,Number,55065
State,Oklahoma,2006,Number,54016
State,Oklahoma,2008,Number,54781
State,Oklahoma,2005,Number,51801
State,Oklahoma,2004,Number,51306
State,Oklahoma,2001,Number,50118
State,Oklahoma,2003,Number,50981
State,Oklahoma,2002,Number,50387
State,Oklahoma,1999,Number,49010
State,Oklahoma,1998,Number,49461
State,Oklahoma,2000,Number,49782
State,Oklahoma,1997,Number,48269
State,Oklahoma,1996,Number,46193
State,Oklahoma,1993,Number,46243
State,Oklahoma,1995,Number,45672
State,Oklahoma,1994,Number,45703
State,Oklahoma,1991,Number,47795
State,Oklahoma,1990,Number,47649
State,Oklahoma,1992,Number,47557
State,Oregon,1992,Number,42035
State,Oregon,1990,Number,42891
State,Oregon,1991,Number,42499
State,Oregon,1994,Number,41837
State,Oregon,1995,Number,42811
State,Oregon,1993,Number,41576
State,Oregon,1996,Number,43658
State,Oregon,1997,Number,43809
State,Oregon,2000,Number,45804
State,Oregon,1998,Number,45273
State,Oregon,1999,Number,45204
State,Oregon,2002,Number,45192
State,Oregon,2003,Number,45953
State,Oregon,2001,Number,45322
State,Oregon,2004,Number,45678
State,Oregon,2005,Number,45922
State,Oregon,2008,Number,49096
State,Oregon,2006,Number,48689
State,Oregon,2007,Number,49378
State,Oregon,2013,Number,45155
State,Oregon,2009,Number,47132
State,Oregon,2010,Number,45540
State,Oregon,2015,Number,45655
State,Oregon,2011,Number,45155
State,Oregon,2012,Number,45067
State,Oregon,2014,Number,45556
State,Oregon,2016,Number,45535
State,Pennsylvania,2016,Number,139409
State,Pennsylvania,2014,Number,142268
State,Pennsylvania,2012,Number,142514
State,Pennsylvania,2011,Number,143178
State,Pennsylvania,2015,Number,141047
State,Pennsylvania,2010,Number,143321
State,Pennsylvania,2009,Number,146434
State,Pennsylvania,2013,Number,140921
State,Pennsylvania,2007,Number,150713
State,Pennsylvania,2006,Number,149090
State,Pennsylvania,2008,Number,149273
State,Pennsylvania,2005,Number,145383
State,Pennsylvania,2004,Number,144748
State,Pennsylvania,2001,Number,143495
State,Pennsylvania,2003,Number,145959
State,Pennsylvania,2002,Number,142850
State,Pennsylvania,1999,Number,145347
State,Pennsylvania,1998,Number,145899
State,Pennsylvania,2000,Number,146281
State,Pennsylvania,1997,Number,144224
State,Pennsylvania,1996,Number,148338
State,Pennsylvania,1993,Number,160762
State,Pennsylvania,1995,Number,151850
State,Pennsylvania,1994,Number,157071
State,Pennsylvania,1991,Number,168851
State,Pennsylvania,1990,Number,171961
State,Pennsylvania,1992,Number,164625
State,Rhode Island,1991,Number,14734
State,Rhode Island,1990,Number,15195
State,Rhode Island,1995,Number,12776
State,Rhode Island,1994,Number,13466
State,Rhode Island,1993,Number,13976
State,Rhode Island,1992,Number,14500
State,Rhode Island,1997,Number,12455
State,Rhode Island,1996,Number,12652
State,Rhode Island,1999,Number,12366
State,Rhode Island,1998,Number,12599
State,Rhode Island,2003,Number,13209
State,Rhode Island,2002,Number,12894
State,Rhode Island,2001,Number,12713
State,Rhode Island,2000,Number,12505
State,Rhode Island,2005,Number,12697
State,Rhode Island,2004,Number,12779
State,Rhode Island,2007,Number,12376
State,Rhode Island,2006,Number,12372
State,Rhode Island,2013,Number,10809
State,Rhode Island,2009,Number,11442
State,Rhode Island,2010,Number,11177
State,Rhode Island,2015,Number,10993
State,Rhode Island,2011,Number,10960
State,Rhode Island,2012,Number,10926
State,Rhode Island,2014,Number,10823
State,Rhode Island,2016,Number,10798
State,Rhode Island,2008,Number,12048
State,South Carolina,2008,Number,63071
State,South Carolina,2016,Number,57342
State,South Carolina,2014,Number,57627
State,South Carolina,2012,Number,57155
State,South Carolina,2011,Number,57393
State,South Carolina,2015,Number,58139
State,South Carolina,2010,Number,58342
State,South Carolina,2009,Number,60620
State,South Carolina,2013,Number,56795
State,South Carolina,2006,Number,62171
State,South Carolina,2007,Number,62875
State,South Carolina,2004,Number,56590
State,South Carolina,2005,Number,57711
State,South Carolina,2000,Number,56114
State,South Carolina,2001,Number,55756
State,South Carolina,2002,Number,54570
State,South Carolina,2003,Number,55649
State,South Carolina,1998,Number,53877
State,South Carolina,1999,Number,54948
State,South Carolina,1996,Number,51117
State,South Carolina,1997,Number,52214
State,South Carolina,1992,Number,56192
State,South Carolina,1993,Number,53835
State,South Carolina,1994,Number,52043
State,South Carolina,1995,Number,50926
State,South Carolina,1990,Number,58610
State,South Carolina,1991,Number,57572
State,South Dakota,1991,Number,10946
State,South Dakota,1990,Number,10999
State,South Dakota,1995,Number,10475
State,South Dakota,1994,Number,10507
State,South Dakota,1993,Number,10719
State,South Dakota,1992,Number,11018
State,South Dakota,1997,Number,10173
State,South Dakota,1996,Number,10473
State,South Dakota,1999,Number,10524
State,South Dakota,1998,Number,10288
State,South Dakota,2003,Number,11027
State,South Dakota,2002,Number,10698
State,South Dakota,2001,Number,10483
State,South Dakota,2000,Number,10345
State,South Dakota,2005,Number,11462
State,South Dakota,2004,Number,11338
State,South Dakota,2007,Number,12261
State,South Dakota,2006,Number,11919
State,South Dakota,2013,Number,12248
State,South Dakota,2009,Number,11934
State,South Dakota,2010,Number,11811
State,South Dakota,2015,Number,12336
State,South Dakota,2011,Number,11846
State,South Dakota,2012,Number,12104
State,South Dakota,2014,Number,12283
State,South Dakota,2016,Number,12275
State,South Dakota,2008,Number,12071
State,Tennessee,2008,Number,85560
State,Tennessee,2016,Number,80807
State,Tennessee,2014,Number,81602
State,Tennessee,2012,Number,80371
State,Tennessee,2011,Number,79588
State,Tennessee,2015,Number,81685
State,Tennessee,2010,Number,79495
State,Tennessee,2009,Number,82211
State,Tennessee,2013,Number,79992
State,Tennessee,2006,Number,84355
State,Tennessee,2007,Number,86711
State,Tennessee,2004,Number,79642
State,Tennessee,2005,Number,81747
State,Tennessee,2000,Number,79611
State,Tennessee,2001,Number,78340
State,Tennessee,2002,Number,77482
State,Tennessee,2003,Number,78890
State,Tennessee,1998,Number,77396
State,Tennessee,1999,Number,77803
State,Tennessee,1996,Number,73754
State,Tennessee,1997,Number,74478
State,Tennessee,1992,Number,73614
State,Tennessee,1993,Number,73017
State,Tennessee,1994,Number,73191
State,Tennessee,1995,Number,73173
State,Tennessee,1990,Number,74962
State,Tennessee,1991,Number,74510
State,Texas,1991,Number,317746
State,Texas,1990,Number,316423
State,Texas,1995,Number,322753
State,Texas,1994,Number,321114
State,Texas,1993,Number,322071
State,Texas,1992,Number,320845
State,Texas,1997,Number,333974
State,Texas,1996,Number,330406
State,Texas,1999,Number,349245
State,Texas,1998,Number,342283
State,Texas,2003,Number,377476
State,Texas,2002,Number,372450
State,Texas,2001,Number,365410
State,Texas,2000,Number,363414
State,Texas,2005,Number,385915
State,Texas,2004,Number,381293
State,Texas,2007,Number,407625
State,Texas,2006,Number,399603
State,Texas,2013,Number,387340
State,Texas,2009,Number,401977
State,Texas,2010,Number,386118
State,Texas,2015,Number,403618
State,Texas,2011,Number,377445
State,Texas,2012,Number,382727
State,Texas,2014,Number,399766
State,Texas,2016,Number,398047
State,Texas,2008,Number,405554
State,Utah,2008,Number,55634
State,Utah,2016,Number,50464
State,Utah,2014,Number,51154
State,Utah,2012,Number,51465
State,Utah,2011,Number,51223
State,Utah,2015,Number,50778
State,Utah,2010,Number,52258
State,Utah,2009,Number,53887
State,Utah,2013,Number,50957
State,Utah,2006,Number,53504
State,Utah,2007,Number,55130
State,Utah,2004,Number,50670
State,Utah,2005,Number,51556
State,Utah,2000,Number,47353
State,Utah,2001,Number,47959
State,Utah,2002,Number,49182
State,Utah,2003,Number,49860
State,Utah,1998,Number,45165
State,Utah,1999,Number,46290
State,Utah,1996,Number,42087
State,Utah,1997,Number,43059
State,Utah,1992,Number,37200
State,Utah,1993,Number,37127
State,Utah,1994,Number,38279
State,Utah,1995,Number,39577
State,Utah,1990,Number,36277
State,Utah,1991,Number,36033
State,Vermont,1991,Number,7965
State,Vermont,1990,Number,8273
State,Vermont,1995,Number,6783
State,Vermont,1994,Number,7377
State,Vermont,1993,Number,7457
State,Vermont,1992,Number,7737
State,Vermont,1997,Number,6607
State,Vermont,1996,Number,6767
State,Vermont,1999,Number,6567
State,Vermont,1998,Number,6582
State,Vermont,2003,Number,6589
State,Vermont,2002,Number,6387
State,Vermont,2001,Number,6366
State,Vermont,2000,Number,6500
State,Vermont,2005,Number,6295
State,Vermont,2004,Number,6599
State,Vermont,2007,Number,6513
State,Vermont,2006,Number,6511
State,Vermont,2013,Number,5975
State,Vermont,2009,Number,6110
State,Vermont,2010,Number,6223
State,Vermont,2015,Number,5903
State,Vermont,2011,Number,6078
State,Vermont,2012,Number,6009
State,Vermont,2014,Number,6130
State,Vermont,2016,Number,5756
State,Vermont,2008,Number,6339
State,Virginia,2008,Number,106686
State,Virginia,2016,Number,102460
State,Virginia,2014,Number,103300
State,Virginia,2012,Number,103013
State,Virginia,2011,Number,102652
State,Virginia,2015,Number,103303
State,Virginia,2010,Number,103002
State,Virginia,2009,Number,105059
State,Virginia,2013,Number,102147
State,Virginia,2006,Number,107817
State,Virginia,2007,Number,108884
State,Virginia,2004,Number,103933
State,Virginia,2005,Number,104555
State,Virginia,2000,Number,98938
State,Virginia,2001,Number,98884
State,Virginia,2002,Number,99672
State,Virginia,2003,Number,101254
State,Virginia,1998,Number,94351
State,Virginia,1999,Number,95469
State,Virginia,1996,Number,92354
State,Virginia,1997,Number,91862
State,Virginia,1992,Number,97198
State,Virginia,1993,Number,94944
State,Virginia,1994,Number,95039
State,Virginia,1995,Number,92578
State,Virginia,1990,Number,99352
State,Virginia,1991,Number,97370
State,Washington,1991,Number,79711
State,Washington,1990,Number,79251
State,Washington,1995,Number,77228
State,Washington,1994,Number,77358
State,Washington,1993,Number,78645
State,Washington,1992,Number,79450
State,Washington,1997,Number,78190
State,Washington,1996,Number,77945
State,Washington,1999,Number,79586
State,Washington,1998,Number,79663
State,Washington,2003,Number,80489
State,Washington,2002,Number,79028
State,Washington,2001,Number,79570
State,Washington,2000,Number,81036
State,Washington,2005,Number,82703
State,Washington,2004,Number,81747
State,Washington,2007,Number,88978
State,Washington,2006,Number,86876
State,Washington,2013,Number,86577
State,Washington,2009,Number,89313
State,Washington,2010,Number,86539
State,Washington,2015,Number,88990
State,Washington,2011,Number,86976
State,Washington,2012,Number,87463
State,Washington,2014,Number,88585
State,Washington,2016,Number,90505
State,Washington,2008,Number,90321
State,West Virginia,2008,Number,21501
State,West Virginia,2016,Number,19079
State,West Virginia,2014,Number,20301
State,West Virginia,2012,Number,20827
State,West Virginia,2011,Number,20717
State,West Virginia,2015,Number,19805
State,West Virginia,2010,Number,20470
State,West Virginia,2009,Number,21268
State,West Virginia,2013,Number,20825
State,West Virginia,2006,Number,20931
State,West Virginia,2007,Number,21994
State,West Virginia,2004,Number,20880
State,West Virginia,2005,Number,20836
State,West Virginia,2000,Number,20865
State,West Virginia,2001,Number,20428
State,West Virginia,2002,Number,20712
State,West Virginia,2003,Number,20935
State,West Virginia,1998,Number,20747
State,West Virginia,1999,Number,20728
State,West Virginia,1996,Number,20750
State,West Virginia,1997,Number,20730
State,West Virginia,1992,Number,22170
State,West Virginia,1993,Number,21792
State,West Virginia,1994,Number,21375
State,West Virginia,1995,Number,21162
State,West Virginia,1990,Number,22585
State,West Virginia,1991,Number,22508
State,Wisconsin,1990,Number,72895
State,Wisconsin,1991,Number,72071
State,Wisconsin,1994,Number,68282
State,Wisconsin,1995,Number,67479
State,Wisconsin,1992,Number,70670
State,Wisconsin,1993,Number,69767
State,Wisconsin,1996,Number,67106
State,Wisconsin,1997,Number,66557
State,Wisconsin,1998,Number,67450
State,Wisconsin,1999,Number,68208
State,Wisconsin,2002,Number,68560
State,Wisconsin,2003,Number,70040
State,Wisconsin,2000,Number,69326
State,Wisconsin,2001,Number,69072
State,Wisconsin,2004,Number,70146
State,Wisconsin,2005,Number,70984
State,Wisconsin,2006,Number,72340
State,Wisconsin,2007,Number,72784
State,Wisconsin,2013,Number,66649
State,Wisconsin,2009,Number,70843
State,Wisconsin,2010,Number,68487
State,Wisconsin,2015,Number,67041
State,Wisconsin,2011,Number,67810
State,Wisconsin,2012,Number,67295
State,Wisconsin,2014,Number,67161
State,Wisconsin,2016,Number,66615
State,Wisconsin,2008,Number,72261
State,Wyoming,2008,Number,8038
State,Wyoming,2016,Number,7386
State,Wyoming,2014,Number,7696
State,Wyoming,2012,Number,7572
State,Wyoming,2011,Number,7399
State,Wyoming,2015,Number,7765
State,Wyoming,2010,Number,7556
State,Wyoming,2009,Number,7881
State,Wyoming,2013,Number,7644
State,Wyoming,2006,Number,7672
State,Wyoming,2007,Number,7893
State,Wyoming,2004,Number,6807
State,Wyoming,2005,Number,7239
State,Wyoming,2000,Number,6253
State,Wyoming,2001,Number,6115
State,Wyoming,2002,Number,6550
State,Wyoming,2003,Number,6700
State,Wyoming,1998,Number,6252
State,Wyoming,1999,Number,6129
State,Wyoming,1996,Number,6286
State,Wyoming,1997,Number,6387
State,Wyoming,1992,Number,6723
State,Wyoming,1993,Number,6555
State,Wyoming,1994,Number,6428
State,Wyoming,1995,Number,6261
State,Wyoming,1990,Number,6985
State,Wyoming,1991,Number,6703
Territory,Puerto Rico,1991,Number,N.A.
Territory,Puerto Rico,1990,Number,N.A.
Territory,Puerto Rico,1992,Number,N.A.
Territory,Puerto Rico,1995,Number,63421
Territory,Puerto Rico,1994,Number,64210
Territory,Puerto Rico,1993,Number,N.A.
Territory,Puerto Rico,1997,Number,64082
Territory,Puerto Rico,1996,Number,63081
Territory,Puerto Rico,1999,Number,59563
Territory,Puerto Rico,1998,Number,60409
Territory,Puerto Rico,2000,Number,59333
Territory,Puerto Rico,2003,Number,50672
Territory,Puerto Rico,2002,Number,52736
Territory,Puerto Rico,2001,Number,55865
Territory,Puerto Rico,2005,Number,50547
Territory,Puerto Rico,2004,Number,51101
Territory,Puerto Rico,2007,Number,46642
Territory,Puerto Rico,2006,Number,48597
Territory,Puerto Rico,2008,Number,45620
Territory,Puerto Rico,2013,Number,36486
Territory,Puerto Rico,2009,Number,44773
Territory,Puerto Rico,2010,Number,42153
Territory,Puerto Rico,2015,Number,31157
Territory,Puerto Rico,2011,Number,41080
Territory,Puerto Rico,2012,Number,38900
Territory,Puerto Rico,2014,Number,34434
Territory,Puerto Rico,2016,Number,28257
Territory,Virgin Islands,2016,Number,1187
Territory,Virgin Islands,2014,Number,N.A.
Territory,Virgin Islands,2012,Number,1415
Territory,Virgin Islands,2011,Number,1491
Territory,Virgin Islands,2008,Number,1784
Territory,Virgin Islands,2015,Number,1325
Territory,Virgin Islands,2010,Number,1600
Territory,Virgin Islands,2009,Number,1687
Territory,Virgin Islands,2013,Number,N.A.
Territory,Virgin Islands,2006,Number,1687
Territory,Virgin Islands,2007,Number,1697
Territory,Virgin Islands,2004,Number,1574
Territory,Virgin Islands,2005,Number,N.A
Territory,Virgin Islands,2000,Number,1564
Territory,Virgin Islands,2001,Number,1669
Territory,Virgin Islands,2002,Number,1634
Territory,Virgin Islands,2003,Number,1522
Territory,Virgin Islands,1998,Number,1800
Territory,Virgin Islands,1999,Number,1671
Territory,Virgin Islands,1996,Number,1905
Territory,Virgin Islands,1997,Number,2017
Territory,Virgin Islands,1992,Number,N.A.
Territory,Virgin Islands,1993,Number,N.A.
Territory,Virgin Islands,1994,Number,2396
Territory,Virgin Islands,1995,Number,2063
Territory,Virgin Islands,1990,Number,N.A.
Territory,Virgin Islands,1991,Number,N.A.
